id,title,description,link,image_link,availability,price,brand
1231,"Style & Co Women's Embellished Knit Flutter-Sleeve Dress, Macy's Exclusive",Mini mirror embellishments lend a little dazzle to this pretty Style & Co dress. Fluttery sleeves complete the look. Shop casual dresses at MAYCSS — curated fashion for Black Friday and every season.,https://www.myacssstore.store/product/1231,https://slimages.macysassets.com/is/image/MCY/products/2/optimized/36481532_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,64.50 USD,Style & Co
1232,"Style & Co Women's Chambray Sleeveless Pintuck Dress, Macy's Exclusive",Pintucks at the front and gathering at the back add a little extra room to the relaxed shape of this denim dress from Style & Co. Shop casual dresses at MAYCSS — curated fashion for Black Friday and every season.,https://www.myacssstore.store/product/1232,https://slimages.macysassets.com/is/image/MCY/products/7/optimized/36320467_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,69.50 USD,Style & Co
1233,Cable & Gauge Women's Striped Polo Collar Mini Dress,"A sporty take on everyday dressing with a clean, polished feel. This mini dress features a classic polo collar and bold stripe design for a fresh, modern look. The easy silhouette offers relaxed comfort, while side pockets add a functional touch. Finished in a soft stretch fabric, it is an effortless choice for casual days on the go. Shop casual dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1233,https://slimages.macysassets.com/is/image/MCY/products/6/optimized/37336626_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,59.00 USD,Cable & Gauge
1234,KARL LAGERFELD PARIS Women's Printed Collared Shirt Dress,"Classic tailoring gets a fresh update in this KARL LAGERFELD PARIS printed shirt dress, where a collared neckline and below-knee length create a balanced, polished profile. Designed with short-sleeves and a front button closure, it ensures breathable comfort and effortless styling. Shop casual dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1234,https://slimages.macysassets.com/is/image/MCY/products/0/optimized/36749330_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,169.00 USD,KARL LAGERFELD PARIS
1235,Cable & Gauge Women's Lace Up V Neck Printed Maxi Dress,"An effortless maxi dress designed with soft movement and easy shape. The swing silhouette drapes beautifully, while the v neckline features a self lace up detail for a relaxed, feminine touch. An allover print brings a fresh, modern feel, and side slits add comfort and ease of movement. Finished in a soft stretch fabric, it is a natural choice for warm days and laid back styling. Shop casual dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1235,https://slimages.macysassets.com/is/image/MCY/products/9/optimized/37336309_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,59.00 USD,Cable & Gauge
1236,24seven Comfort Apparel Women's Abstract Print Maxi Dress,"This black abstract print sleeveless maxi dress from 24seven Comfort Apparel is the definition of fun and elegant. Featuring a Grecian inspired design with a V-neck, figure-flattering empire waistline, and an adjustable attached belt, it offers versatility and style. Made from soft, comfortable stretch knit fabric, it drapes beautifully and is machine washable for easy care, perfect for warm-weather occasions. Shop casual dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1236,https://slimages.macysassets.com/is/image/MCY/products/5/optimized/36946185_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,87.99 USD,24seven Comfort Apparel
1237,24seven Comfort Apparel Women's Abstract Print Maxi Dress,"This blue paisley print sleeveless maxi dress from 24seven Comfort Apparel is the definition of fun and elegant. Featuring a Grecian inspired design with a V-neck, figure-flattering empire waistline, and an adjustable attached belt, it offers versatility and style. Made from soft, comfortable stretch knit fabric, it drapes beautifully and is machine washable for easy care, perfect for warm-weather occasions. Shop casual dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1237,https://slimages.macysassets.com/is/image/MCY/products/9/optimized/36946189_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,87.99 USD,24seven Comfort Apparel
1238,Roxy Women's Sunswept Lace Detail Mini Dress,"Say hello to sun-kissed style with this Roxy Sunswept surf mini dress, featuring a flattering V-neckline that enhances the frame with ease and a tie-back closure for an adjustable, secure fit. Lace detailing adds a delicate touch while pull-on style ensures quick wear. Shop casual dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1238,https://slimages.macysassets.com/is/image/MCY/products/5/optimized/37228915_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,78.00 USD,Roxy
1239,Roxy Women's Kayla Printed Scoop Neck Dress,"Add a touch of playful structure to your outfit with this Roxy Kayla dress, designed to bring a fresh, coastal feel to warm-weather dressing. The square neckline and button-front detail enhance its flattering silhouette, while the mini length keeps the look breezy and beach-ready. Shop casual dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1239,https://slimages.macysassets.com/is/image/MCY/products/5/optimized/37228905_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,64.00 USD,Roxy
1240,Roxy Women's Cotton Avalon Tube Midi Dress,"Showcase coastal polish in this Roxy Avalon tube midi dress, featuring a strapless neckline and an accented waist that creates a flattering, well-defined shape. An A-line silhouette skirt adds graceful movement, delivering a laid-back yet refined look. Shop casual dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1240,https://slimages.macysassets.com/is/image/MCY/products/3/optimized/37228863_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,68.00 USD,Roxy
1241,Super Natural by Secret Mission Women's Lynn Dress with Flower Embroidery,"Super Natural by Secret Mission s Lynn Dress is crafted from light blue wash denim and detailed with delicate flower embroidery for a refined yet relaxed feel. Designed with a collared neckline and button-front closure, the silhouette is softly tailored through the bodice and cinched at the waist with a self-tie belt. Three-quarter sleeves with gentle volume and embroidered accents add a feminine touch, while the midi-length skirt falls with an easy, fluid drape. Embroidery along the sleeves and hem brings subtle contrast and visual interest to this everyday statement piece. Shop casual dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1241,https://slimages.macysassets.com/is/image/MCY/products/4/optimized/37384304_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,425.00 USD,Super Natural by Secret Mission
1242,SCOTCH & SODA Women's Open-Back Midi Sundress,"Breezy Scotch and Soda midi sundress in Mini Cactus Garden print, featuring a halter tie neck, open back with adjustable ties, and soft drapey fabric-perfect for sunny days, vacations, and warm nights. Shop casual dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1242,https://slimages.macysassets.com/is/image/MCY/products/1/optimized/37238191_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,128.00 USD,SCOTCH & SODA
1243,SCOTCH & SODA Women's Embroidered Long Sleeve Cotton and Linen Shift Dress,"The Desert Floral Embroidered Short Bib Dress floats, its stitched blossoms tracing the bib and cuffed sleeves while the easy mini silhouette follows every sun-drenched, barefoot turn. Center Back Length 94 Centimeters/37 Inches. Unlined. Pull On. Shop casual dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1243,https://slimages.macysassets.com/is/image/MCY/products/7/optimized/37603987_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,188.00 USD,SCOTCH & SODA
1244,"Style & Co Women's Printed Sleeveless Knit Pintuck Dress, Macy's Exclusive",Pintucks at the front add a polished touch to this printed-to-perfection knit dress from Style & Co. Shop casual dresses at MAYCSS — curated fashion for Black Friday and every season.,https://www.myacssstore.store/product/1244,https://slimages.macysassets.com/is/image/MCY/products/7/optimized/36320387_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,59.50 USD,Style & Co
1245,Lauren Ralph Lauren Women's Point Collar Linen Shirt Dress,"Defined by a crisp point collar and a solid linen construction, this shirt dress from Lauren Ralph Lauren offers breathable comfort and easy movement for warm-weather wear. A button-front design and self-tie waist create a relaxed yet polished shape, making it a versatile everyday essential. Shop casual dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1245,https://slimages.macysassets.com/is/image/MCY/products/7/optimized/36725017_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,215.00 USD,Lauren Ralph Lauren
1246,Walter Baker Women's Vanna Suede Shift Dress,The Vanna Dress is an elevated shift look in our rich suede quality. This mini makes a big statement with a wide belted hip and mod style attitude. It features an exposed center back zipper closure and is fully lined. Shop casual dresses at MAYCSS — curated fashion for Black Friday and every season.,https://www.myacssstore.store/product/1246,https://slimages.macysassets.com/is/image/MCY/products/9/optimized/36503669_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,698.00 USD,Walter Baker
1247,Ruby Rd. Plus Size Floral Toile Tie-Waist Tiered Dress,"Soft and floaty with a romantic feel, this toile print dress is crafted from silky voile that moves beautifully with every step. The V-neckline keeps it easy, while elbow-length sleeve and delicate lace trim add gentle detail. Shop casual dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1247,https://slimages.macysassets.com/is/image/MCY/products/5/optimized/36505725_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,79.00 USD,Ruby Rd.
1248,"And Now This Women's Cotton Patchwork Top Maxi Dress, Macy's Exclusive",Go for gorgeous in this breezy cotton maxi dress from And Now This designed with pretty patchwork throughout the bodice. Shop casual dresses at MAYCSS — curated fashion for Black Friday and every season.,https://www.myacssstore.store/product/1248,https://slimages.macysassets.com/is/image/MCY/products/8/optimized/36406208_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,79.50 USD,And Now This
1249,"And Now This Women's Cotton Crochet-Trim Maxi Dress, Macy's Exclusive",Crochet lace and floral embroidery add delicate touches to the flowy flair of this cotton maxi dress from And Now This. Shop casual dresses at MAYCSS — curated fashion for Black Friday and every season.,https://www.myacssstore.store/product/1249,https://slimages.macysassets.com/is/image/MCY/products/0/optimized/36406240_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,79.50 USD,And Now This
1250,Lauren Ralph Lauren Women's Point Collar Pleated Denim Shirt-Dress,"Denim gets a refined twist in this Lauren Ralph Lauren pleated shirt-dress, where front and back waist pleats create effortless shape. Short dolman-sleeve and signature logo buttons complete the polished, casual-chic appearance. Shop casual dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1250,https://slimages.macysassets.com/is/image/MCY/products/9/optimized/36880289_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,225.00 USD,Lauren Ralph Lauren
1251,DKNY Women's Cap-Sleeve Drop Waist Shirt Dress,"Casual and refined, this DKNY shirt dress features cap sleeves, a drop waist, and two seam pockets for practical style. A removable tie belt adds shape and versatility for everyday wear. Shop casual dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1251,https://slimages.macysassets.com/is/image/MCY/products/6/optimized/35954976_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,139.00 USD,DKNY
1252,"I.N.C. International Concepts Women's Printed Linen-Blend Midi Shirt Dress, Macy's Exclusive","Polished with a point collar and a contrasting floral print, I.N.C. International Concepts' button-front midi dress is a stylish go-to for work, weekend and beyond. ABOUT THE BRAND: I.N.C. is inspired by fabulous women-always bold, confident, and stylish. Shop casual dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1252,https://slimages.macysassets.com/is/image/MCY/products/8/optimized/36570178_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,124.50 USD,I.N.C. International Concepts
1253,Lauren Ralph Lauren Women's Band Collar Floral Ruffle-Trim Tiered Dress,"Capture effortless elegance with this Lauren Ralph Lauren dress, styled with a belted waist that shapes the silhouette. The tiered skirt enhances flow, while ruffle accents with a buttoned placket and elasticized elements add comfort and structure. Shop casual dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1253,https://slimages.macysassets.com/is/image/MCY/products/2/optimized/36725042_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,195.00 USD,Lauren Ralph Lauren
1254,Lauren Ralph Lauren Women's Point Collar Striped Pleated Broadcloth Shirt-Dress,"Effortless elegance defines this Lauren Ralph Lauren shirtdress, crafted from crisp cotton broadcloth and detailed with pleats at the waist for a flattering silhouette. Signature point collar, custom logo buttons, and short dolman sleeve complete the polished, feminine look. Shop casual dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1254,https://slimages.macysassets.com/is/image/MCY/products/3/optimized/36724953_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,195.00 USD,Lauren Ralph Lauren
1255,Anne Klein Women's Jewel-Neck Scuba Sheath Dress,"Sculpted to perfection and featuring sharp contrast seam detailing, this women's dress from Anne Klein is ready for any occasion. Shop work dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1255,https://slimages.macysassets.com/is/image/MCY/products/3/optimized/37127993_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,139.00 USD,Anne Klein
1256,Kasper Women's Sleeveless Sheath Dress,"A polished look from Kasper, this sleeveless sheath dress works wonders in your weekday rotation. Shop work dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1256,https://slimages.macysassets.com/is/image/MCY/products/7/optimized/36636767_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,99.00 USD,Kasper
1257,Anne Klein Women's Scuba Placed-Printed Sheath Dress,"Elevate your wardrobe with this sleek sheath dress by Anne Klein, crafted from structured scuba knit fabric that smooths and contours the silhouette. Featuring a strategically placed, artful print that enhances the modern silhouette, it offers the perfect blend of contemporary style and sophisticated elegance for any special occasion. Shop work dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1257,https://slimages.macysassets.com/is/image/MCY/products/2/optimized/37321722_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,149.00 USD,Anne Klein
1258,Calvin Klein Women's Short-Sleeve V-Neck Sheath Dress,"Project polished confidence in this Calvin Klein dress, tailored in a sheath silhouette for a streamlined appearance. Short-sleeve and a V-neckline add refined structure, while the center-back zipper provides a flattering finish. Shop work dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1258,https://slimages.macysassets.com/is/image/MCY/products/9/optimized/37896039_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,139.00 USD,Calvin Klein
1259,DKNY Women's Printed V-Neck Midi Dress,"Flattering proportions and timeless styling define this DKNY dress, featuring a V-neckline and empire waist for an elegant, feminine look. The short-sleeveadd everyday versatility, while the below-the-knee midi length creates graceful movement and polished appeal. Shop work dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1259,https://slimages.macysassets.com/is/image/MCY/products/1/optimized/38070361_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,134.00 USD,DKNY
1260,DKNY Women's Boat Neck Ruched Sheath Dress,"Sophisticated ruching and a streamlined sheath silhouette define this DKNY dress, creating a polished look for workdays and special occasions alike. The boat neckline and 3/4-length-sleeveadd timeless appeal, while the scuba crepe fabrication offers structure and comfortable wear. Finished with a zipper closure, it delivers effortless elegance from day to night. Shop work dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1260,https://slimages.macysassets.com/is/image/MCY/products/6/optimized/38054436_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,129.00 USD,DKNY
1261,Anne Klein Women's Surplice V-Neck Scuba Crepe Dress,"Defined by soft bodice pleating and a diagonal drape, this Anne Klein surplice V-neck sheath is a chic look in scuba crepe. Shop work dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1261,https://slimages.macysassets.com/is/image/MCY/products/7/optimized/37321467_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,119.00 USD,Anne Klein
1262,Anne Klein Women's Belted Eyelet Embroidered Cotton Midi Dress,"Belted with Anne Klein's signature lion hardware, embroidered eyelet cotton fabric elevates the tailored silhouette of this sleeveless midi dress. Shop work dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1262,https://slimages.macysassets.com/is/image/MCY/products/6/optimized/37321706_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,179.00 USD,Anne Klein
1263,Anne Klein Women's Tiered Belted Shirtdress,Anne Klein makes the smart shirtdress silhouette party ready with crocheted details and a belted waist on this mini dress. Shop work dresses at MAYCSS — curated fashion for Black Friday and every season.,https://www.myacssstore.store/product/1263,https://slimages.macysassets.com/is/image/MCY/products/0/optimized/37321700_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,159.00 USD,Anne Klein
1264,Lauren Ralph Lauren Women's Belting Print Pleated Shirt Dress,"Effortlessly stylish, this Lauren Ralph Lauren shirt-dress features a spread collar that offers structure at the top, balanced by a buttoned placket that keeps the front neat. The pleated bodice and dropped shoulders introduce ease and gentle movement. Shop work dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1264,https://slimages.macysassets.com/is/image/MCY/products/1/optimized/38067941_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,245.00 USD,Lauren Ralph Lauren
1265,Lauren Ralph Lauren Women's Striped Pleated Broadcloth Shirt Dress,"Designed for laid-back polish, this Lauren Ralph Lauren shirt-dress showcases a point collar that frames the neckline with sharp simplicity. The buttoned placket closure creates a streamlined finish, while short dolman-sleeveenhance comfort and ease. Shop work dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1265,https://slimages.macysassets.com/is/image/MCY/products/1/optimized/38174471_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,225.00 USD,Lauren Ralph Lauren
1266,KARL LAGERFELD PARIS Women's Floral Long-Sleeve Self-Tie Button-Front Dress,"Step into easy sophistication with this KARL LAGERFELD PARIS dress, a graceful choice for days when you want style with a flattering finish. The floral motif brings a romantic touch, while the self-tie detail helps define the waist for a customized silhouette. Long-sleeveadd elegant coverage, making this dress suitable for transitional weather and polished occasions. Wear it for brunch, office events, or special gatherings with effortless confidence. Shop work dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1266,https://slimages.macysassets.com/is/image/MCY/products/6/optimized/38171726_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,179.00 USD,KARL LAGERFELD PARIS
1267,Kasper Women's Seam Bodice V-Neck Dress,"Refresh your occasion wardrobe with this Kasper fit-and-flare dress, featuring a flattering V-neckline and a seam bodice that enhances its feminine silhouette. Designed with a lined finish and waistline zipper for a comfortable fit, it offers polished style that transitions effortlessly from day to evening. Shop work dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1267,https://slimages.macysassets.com/is/image/MCY/products/7/optimized/38279877_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,119.00 USD,Kasper
1268,Anne Klein Women's Printed Faux-Wrap Tie-Waist Midi Dress,"Effortlessly elegant and universally flattering. This midi dress by Anne Klein features a vibrant all-over print, a sophisticated faux-wrap neckline, and an adjustable tie waist that beautifully defines your silhouette with every move. Shop work dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1268,https://slimages.macysassets.com/is/image/MCY/products/6/optimized/37276726_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,159.00 USD,Anne Klein
1269,French Connection Women's Matteo V-Neck Sleeveless Mini Dress,"Polished yet effortless, this French Connection Matteo dress features a flattering V-neckline and a sleeveless cut for a clean, modern look. The relaxed silhouette ensures easy comfort, while the mini length delivers a chic above-the-knee finish. Shop work dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1269,https://slimages.macysassets.com/is/image/MCY/products/8/optimized/38256238_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,168.00 USD,French Connection
1270,Anne Klein Women's Printed Faux-Wrap Tie-Waist Dress,"Turn heads in this lightweight faux-wrap dress by Anne Klein, featuring a vibrant print and a flattering tie-waist closure. Combining a sleek silhouette with a fluid, airy drape, it delivers instant, sophisticated style for any occasion. Shop work dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1270,https://slimages.macysassets.com/is/image/MCY/products/6/optimized/37276756_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,119.00 USD,Anne Klein
1271,Whistles Women's Flecked Animal Collared Dress,"A breezy shirt dress in flecked animal print, smocked waist creates a flattering silhouette, lightweight drape for sunlit days and carefree city to weekend style Shop work dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1271,https://slimages.macysassets.com/is/image/MCY/products/9/optimized/37955519_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,319.00 USD,Whistles
1272,Whistles Women's Marble Spot Veda Dress,"Airy embroidered shirt, crisp collar and relaxed boxy silhouette that enhances city weekends and sunlit escapes. Shop work dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1272,https://slimages.macysassets.com/is/image/MCY/products/4/optimized/37848454_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,339.00 USD,Whistles
1273,Anne Klein Women's Cap-Sleeve Belted Scuba Crepe Dress,"Make an impression in Anne Klein's scuba crepe fit-and-flare dress, styled with cap sleeves, a seamed bodice and a removable skinny belt. Shop work dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1273,https://slimages.macysassets.com/is/image/MCY/products/5/optimized/36600235_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,129.00 USD,Anne Klein
1274,Anne Klein Women's Belted Scuba Crepe Sheath Dress,"A removable faux leather belt defines the waist of Anne Klein's sheath dress, a classic look that's perfect for everything from work to weddings. Shop work dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1274,https://slimages.macysassets.com/is/image/MCY/products/3/optimized/37128093_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,139.00 USD,Anne Klein
1275,Kasper Women's Boat-Neck Side-Pleat 3/4-Sleeve Dress,"Designed with an elegant side-pleat detail, this women's dress from Kasper keeps you confident from the first meeting to the last. Shop work dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1275,https://slimages.macysassets.com/is/image/MCY/products/8/optimized/37174038_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,99.00 USD,Kasper
1276,The Fold Women's Aurellie Long Sleeve Tie Waist Dress,"Looking for a dress that you can wear to work and on the weekends? Aurellie is just that. The diamond detailing has been achieved by alternating the direction of our favourite pleats for a subtle yet tactile look, while the relaxed silhouette and waist tie ensure a relaxed finish. Shop work dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1276,https://slimages.macysassets.com/is/image/MCY/products/5/optimized/38048335_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,450.00 USD,The Fold
1277,Karen Millen Women's Stripe Midi Dress,"This Cotton Poplin Stripe Midi Dress embodies effortless sophistication with its thoughtful design details. The structured collar and button-through front create a smart foundation, while the diagonal stripe placement at the waist adds visual interest and a flattering silhouette. Shop work dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1277,https://slimages.macysassets.com/is/image/MCY/products/6/optimized/38133296_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,169.00 USD,Karen Millen
1278,SAM EDELMAN/S ROTHSCHILD & CO INC Women's Crewneck Belted Dress,"Polished structure comes through in this SAM EDELMAN/S ROTHSCHILD & CO INC dress, designed with a crewneck and side zipper closure for streamlined wear. The waist belt introduces definition while maintaining a balanced, composed profile. Shop work dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1278,https://slimages.macysassets.com/is/image/MCY/products/5/optimized/37654385_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,138.00 USD,SAM EDELMAN/S ROTHSCHILD & CO INC
1279,Tommy Hilfiger Women's Cap-Sleeve Pixelated Houndstooth Pocket Sheath Dress,"Make a statement with modern pattern play in this Tommy Hilfiger dress, featuring a pixelated houndstooth print for contemporary appeal. Cap-sleeve soften the silhouette, while front pockets and a center-back zipper add practical polish. Shop work dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1279,https://slimages.macysassets.com/is/image/MCY/products/9/optimized/37975629_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,119.00 USD,Tommy Hilfiger
1280,Tommy Hilfiger Women's Short-Sleeve Self-Tie Jersey Shirt Dress,"Bring effortless versatility to your wardrobe with this Tommy Hilfiger shirt-dress, styled with a self-tie waist for adjustable shaping. A collared neckline adds classic structure, while short-sleeve and a button-front closure complete the look. Shop work dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1280,https://slimages.macysassets.com/is/image/MCY/products/6/optimized/37975626_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,129.00 USD,Tommy Hilfiger
1281,Tommy Hilfiger Women's Short-Sleeve Textured Knit Front Zipper Shift Dress,"Step into modern sophistication with this Tommy Hilfiger dress, featuring a textured knit finish for elevated appeal. A front zipper adds contemporary detail, while a collared neckline and shift silhouette create effortless versatility. Shop work dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1281,https://slimages.macysassets.com/is/image/MCY/products/3/optimized/37960073_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,139.00 USD,Tommy Hilfiger
1282,Tommy Hilfiger Women's Short-Sleeve Colorblock Sheath Dress,"Move with playful flair in this Tommy Hilfiger dress, highlighted by a flippy skirt and colorblock detailing for modern appeal. A crewneck and short-sleeve create timeless balance, while the center-back zipper closure delivers a polished finish. Shop work dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1282,https://slimages.macysassets.com/is/image/MCY/products/1/optimized/37960071_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,119.00 USD,Tommy Hilfiger
1283,Tommy Hilfiger Women's Crewneck Pleated Hem Shift Dress,"Refresh your occasion wardrobe with contemporary ease in this Tommy Hilfiger dress, featuring a pleated hem for added dimension. A shift silhouette keeps the fit relaxed, while 3/4-length-sleeve and pull-on styling simplify dressing. Shop work dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1283,https://slimages.macysassets.com/is/image/MCY/products/4/optimized/37975634_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,119.00 USD,Tommy Hilfiger
1284,Alex & Sophia Juniors' Boat Neck Short-Sleeve Woven Dress,"Update your everyday wardrobe with this Alex & Sophia short-sleeve dress, flaunting a classic crewneck and welt pocket details for a polished look. The woven silhouette creates a clean appearance, while the center-back zipper closure offers a secure fit. Shop work dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1284,https://slimages.macysassets.com/is/image/MCY/products/9/optimized/37980409_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,69.00 USD,Alex & Sophia
1285,Karen Millen Women's Organdie Midi Shirt Dress,"This Karen Millen organdie woven midi shirt dress embodies refined relaxed luxe with its considered design elements. The structured collar and button-through front create a smart foundation, whilst the belted waist adds definition to the flowing silhouette. Shop work dresses at MAYCSS — curated fashion for Black Friday and every season.",https://www.myacssstore.store/product/1285,https://slimages.macysassets.com/is/image/MCY/products/0/optimized/38209750_fpx.tif?op_sharpen=1&wid=1200&fmt=jpeg,in_stock,322.00 USD,Karen Millen
